Indicator Name,Indicator Code,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Swaziland,SWZ,48.29388096,41.97462975,47.85747568,59.22835131,53.86221838,65.93625498,73.22404372,73.59550562,75.61403509,64.94023904,69.91260924,67.82786885,67.0212766,70.38961039,81.51447661,72.93621013,75.69620253,65.39334342,62.9304524,62.89997117,74.60140439,75.1846676,66.3868462,62.13026994,55.50376727,56.67289946,68.77131229,81.84646651,76.87027831,84.11204783,59.0212531,59.25919219,57.34916502,57.28557734,63.67867841,60.01571574,59.35483225,61.35076584,67.17377489,64.99990483,74.32666333,85.4406625,95.71147378,100.9490061,84.92939551,87.06687762,76.61607053,75.66940735,59.36104542,59.5115023,54.81112832,56.30476059
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,23.00786903,22.3431372,21.90485537,21.94233785,22.32287909,21.85657629,21.41812142,21.10608962,21.5645986,22.84230478,23.98431912,24.22119993,24.08185116,27.28362294,32.06573218,28.02303443,27.52044049,27.26681288,28.09864598,30.26305887,29.67041426,30.39644112,32.89604146,36.1706701,36.90690748,35.72319509,33.20188228,32.75253891,32.40055487,32.16738414,30.46572089,28.242602,28.12954544,32.74598246,36.07341408,39.70081373,38.56082938,42.07061813,43.04956386,43.09857601,46.52278336,46.30327893,44.37124278,43.52207797,45.95733791,48.43128865,51.10702059,51.87020676,53.52886104,47.95704153,49.71943334,50.12264955
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,27.77049414,27.18700189,26.86266409,26.61842681,26.57275007,27.51104587,28.13857502,27.88864806,29.52684145,31.32015575,,,,,,,,,,,35.96220642,36.84538985,35.61660048,35.5584388,37.27401664,38.6760399,36.73867974,35.93945989,36.68932104,38.22930479,36.38399118,35.38628823,36.09513964,36.55297661,36.18643847,35.91234088,36.52755151,40.15653208,40.58396084,42.04661915,46.47832417,45.93451368,44.36089851,44.04579176,46.32885176,49.00452419,52.49589009,56.23996136,56.37886323,51.69184424,53.55440042,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Syrian Arab Republic,SYR,21.35700565,17.59909476,20.93376115,19.42764264,16.70843305,17.04007156,17.65771741,15.75160468,17.36443635,17.11029421,17.88502657,17.72846226,18.53955404,22.54185944,24.61317235,21.87699135,19.95641177,18.56877084,15.17113862,19.55685038,18.62805158,15.98795294,14.2213926,13.54569262,12.6966753,12.58083733,11.51135723,16.0071828,17.14551456,24.75451507,28.3391968,24.40525863,26.25649167,27.86528259,33.06197775,31.03971277,31.82597846,32.42074061,30.52917098,32.31676051,35.38948308,35.37819967,38.07200765,33.47052542,40.05438515,40.38785532,39.50456752,38.64344514,36.84403247,29.07581769,35.3264536,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,35.9,27.8,33.2,9.67921043,28.55479134,43.03625222,65.5854524,76.58830474,87.23827148,48.91504104,66.0733793,98.76220248,67.9919619,65.46116239,63.37686406,58.31411276,26.00526395,23.18760885,20.61874221,16.75721078,13.41075701,15.20377414,15.33889524
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62114885,10.26206119,12.44183789,17.98310786,20.61398071,24.07472273,19.93716494,16.21810672,12.39772917,12.52965707,13.36490944,17.00656486,17.58075321,18.56259595,19.65127524,20.82282486,22.56245211,24.24169525,25.14248143,23.2278749,26.07351092,30.18306819
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,15.67796765,16.94450414,15.24617761,14.8124776,16.87964012,16.45318822,17.14255697,17.71359201,16.50164089,15.68787141,14.99321631,15.97131727,18.16578542,18.595228,21.59742119,18.36465659,20.23088011,19.95043302,19.88938854,22.5800679,24.11144865,23.84738227,22.91790745,20.11120688,21.90138334,23.21362918,25.60179773,28.89401151,33.01196771,34.92152763,34.13192865,35.96431007,36.9724759,37.95958114,38.87168552,41.84389244,39.25165463,48.00976809,58.87786233,58.29765213,66.77763745,65.85659185,64.19432386,65.68063357,70.69703193,73.56769487,73.64688291,73.42446867,76.44458577,68.35167152,71.25065917,77.62824943
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,31.13120311,39.2443933,35.04534169,25.41751757,35.07244282,31.98192593,38.88588438,37.92333237,42.0121935,45.89161119,49.63564817,46.82042299,39.28012776,33.11777639,66.00913265,43.40771851,47.30472126,41.4690529,63.97849415,50.00190009,51.06205646,46.23327132,50.14814777,45.47635387,51.24282926,48.40875729,43.98475744,41.36920658,43.6585288,39.66847469,33.47388987,33.44277751,26.93453821,24.38386237,30.54855885,32.4369128,33.28203792,28.97501226,29.68634233,28.87468935,34.38355145,33.80127725,36.51717142,43.36845744,38.56471514,40.04429806,38.20071263,37.91928644,35.4935713,36.82168851,37.31175412,37.40833687
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,,,,,,,,,,,,,,,,41.32986898,26.93580365,33.86603843,28.78942658,26.07816492,30.06221538,25.37525617,27.58812282,18.6577658,26.60802338,30.12860764,25.71235334,30.92672137,22.73655875,25.10329884,33.87017859,22.90329732,23.64196662,19.8940888,17.38154896,17.48874394,20.35008595,23.7303121,19.71753439,15.95523232,15.40094183,13.47911552,18.32056646,19.37103975,19.63029348,17.99031578,14.4262284,11.95756786,13.48373208,13.76359132,13.24281802,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,60.07835981,69.57513606,65.85660803,64.16958723,66.74038421,64.55215105,41.65390398,41.60374509,42.73949528,43.4355729,42.76936264,42.7498591,39.59644426,44.15022215,56.71047655,52.98579236,55.83613579,49.55129652,44.04650303,45.07414725,50.44734529,45.88210332,34.91434457,30.74778082,32.13142096,32.55345639,33.25955778,33.8966769,38.91614451,42.64051693,45.36266468,40.51970158,41.9730791,43.95759062,46.06999659,53.76548578,51.53012307,53.85473243,48.46513115,50.00280776,59.1434015,55.31712212,50.27358323,52.12967802,56.05119713,65.77590831,68.49226226,64.83423085,63.7172024,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,,20.12175974,19.01996335,17.7863407,18.54549755,19.04670382,21.04300091,21.21052632,20.93460875,22.13526285,21.99576496,24.10349523,25.34894614,26.05750022,35.3663264,31.0439876,29.08432488,29.5816415,30.96340432,38.98015058,40.23725463,41.37193657,36.90991591,34.36424904,32.96269727,32.10321588,30.18267136,34.82632882,42.01787405,44.34561361,43.55705132,40.36562251,39.53508734,40.44533926,44.93227434,44.90435027,42.10937623,39.11408074,38.51978653,37.97904159,39.54656954,42.81682332,40.7848346,39.48345221,42.22124953,44.93229204,46.02861695,51.06818542,55.6294804,45.04932973,48.75731571,50.96151667
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkey,TUR,2.090776561,5.074001638,5.574685313,4.14810813,4.450109025,4.540616021,4.081765285,4.111870803,3.680635043,3.582762667,4.442239153,5.338556648,6.004842261,7.032417336,5.736789196,4.427707056,4.861030002,3.816150872,4.147796961,3.219718441,5.162103929,8.237514383,11.86410846,12.47328443,15.60671624,15.86077453,13.31252808,15.58084042,18.65397042,16.20291575,13.36510285,13.84113011,14.39223573,13.67380285,21.36213121,19.8916075,21.54265814,24.58171768,21.33764032,19.43988616,20.09787216,27.44088247,25.21730969,22.99463311,23.55155834,21.85537621,22.66990665,22.32324136,23.90791799,23.3164288,21.21193635,21.12941748
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.71170632,67.14180168,84.69671686,84.95506584,83.97293201,74.58133055,42.68831541,32.65931987,56.1393679,95.5016254,81.39138891,69.04930487,62.30927683,61.65228935,65.02676072,73.09100715,75.39383704,64.05824742,51.03341235,51.7331848,61.8077287
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,27.3294804,24.4182407,24.10741266,28.29089608,29.89784323,25.57771447,25.56732224,25.3003329,23.94062078,21.52869294,23.35222852,19.81626,19.38967136,16.5514972,14.71946746,8.650404973,11.38806031,9.152644231,13.65285812,19.40136277,19.44384185,16.07717042,8.381171068,8.659425681,12.69242258,13.73852487,12.81011212,8.247098748,7.572671314,7.954400699,7.240720859,7.464430308,8.761088805,7.062522977,8.740531831,11.79199233,11.96111327,13.35951368,9.639047588,12.2515739,10.65140929,11.51808264,11.21327917,11.38672483,12.69688075,14.17969998,15.27541338,16.72506853,24.27944857,23.74590127,23.76339156,23.66826852
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.07593913,27.64331744,26.11558987,23.98090588,25.87794164,35.38884844,47.07324891,45.6519312,40.59122522,41.88784579,53.70378975,62.44487564,55.46060042,55.08702006,57.7510623,61.21125544,51.47830342,46.62420312,44.84405416,46.92328301,46.37502806,50.74641893,52.58887008
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.15922533,49.50334738,55.92319922,63.5677906,67.58543439,68.63111205,72.31851283,79.02482731,74.70691626,77.9368849,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,20.20795819,19.89526142,19.42310006,19.32404407,18.72965216,18.51204245,18.75314054,18.47605162,20.6995155,21.4833629,22.33359209,22.46277313,21.14840374,23.09438712,27.34771072,25.40527791,28.05646051,29.75796689,28.30610472,27.82662326,27.14079868,26.68185844,26.30273571,26.49451347,28.32928681,28.75347608,25.62154856,25.34683261,22.94706485,23.63585481,23.95003884,23.16190718,23.38605967,25.3492837,26.4384469,28.24991204,29.300164,28.59750389,26.52442354,26.11923507,27.62664886,27.09164322,26.0798164,25.46924325,25.25112902,26.39473105,28.533182,26.60642085,29.49109752,28.38087777,30.12022676,32.3238159
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,5.188134102,5.112464392,5.00280295,5.075761831,5.323678806,5.206229869,5.239904591,5.264673246,5.311541993,5.334146284,5.825526932,5.659868835,5.779591837,6.959760462,8.526818763,8.543796969,8.263777569,7.911203814,8.211775044,9.046589345,10.14634146,9.833107803,8.774049633,7.898713964,7.753050969,7.216593386,7.238418079,7.742237545,8.769434402,9.248671802,9.600403422,10.0595208,10.14085407,9.959136551,10.3055782,11.06371961,11.19454013,11.55937746,10.91293902,10.6364907,11.04376288,10.04211493,9.471020377,9.38742752,10.00355999,10.38736738,11.04810545,11.90176052,12.98798112,11.41839061,12.73473569,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Upper middle income,UMC,,,,,,,,,,,9.135832216,9.101056755,9.747975712,11.14483221,12.78616256,11.51741912,12.10899062,12.0778674,12.26946793,13.68254584,14.7621656,14.88758687,15.11679415,15.62401561,16.25606554,16.08880235,15.14044466,17.40618454,18.53567772,18.77260252,19.38287263,18.77567009,22.56925633,21.37117857,21.9507017,23.04038857,23.28000406,23.63942136,23.66282281,25.340532,27.47763451,26.5672874,28.75551525,29.89557073,32.12077005,33.25533794,33.91352229,33.04714171,32.46129502,27.19088587,28.80244255,27.70057346
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,13.88433252,14.29750142,11.43612178,12.11883811,12.0430432,18.37605279,17.16592462,14.60192554,15.19461118,13.40395955,13.88264193,10.27935095,15.43753684,10.41789288,14.38233996,16.7806427,19.55915381,19.89666042,18.84684554,16.83305956,15.03297037,15.20411244,14.32586677,25.68887251,26.58062089,26.75652639,26.21508853,21.64869488,22.05788812,23.49386914,23.53212337,20.6936683,20.44757482,19.12601585,19.76681039,18.99681281,19.6699798,17.4578477,16.41991056,15.09765307,16.69809893,16.80465926,20.62167249,27.43242012,32.1122956,30.4040198,30.2975044,29.09048726,30.20302397,27.9698506,26.84821402,27.09271945
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8355987,35.28017378,27.03393773,33.71966342,16.77558973,27.94655558,27.68728087,27.04040109,22.49654064,18.14565783,24.58799361,28.07561913,30.81146863,37.24917208,40.2077351,37.8542462,37.14425785,39.67031387,43.5239727,36.37902842,31.19286323,31.66442851
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,33.15304028,38.37416344,42.76500608,54.22642858,57.67600922,48.73437023,34.76276654,35.77790148,35.51444043,37.39711321,47.08229964,42.65396103,45.60946001,46.00078716,45.3159895,44.64782824,45.96035194,52.13827993,42.28952404,37.37858464,39.17897492,37.95624333,39.59648641,43.64814041,44.07830022,45.03095471,41.88159498,40.70158229,44.38548218,41.56160333,47.9872689,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,27.09712551,28.67280472,29.17022475,28.87264887,26.82281073,25.81521683,24.3377118,24.29401966,22.36966873,21.33090224,20.92050153,22.40601483,20.44198895,25.08670468,38.66459557,28.82818114,25.80845717,23.21618698,20.40717352,25.96037192,28.77770272,26.84383431,22.16343398,19.51289405,26.81107272,24.1181488,19.81724415,21.43827481,20.5686801,34.12343142,39.45002349,31.35326776,26.3530069,26.95834524,30.86333043,27.10714684,36.51414877,29.25901061,20.92048648,22.9117089,29.74421966,22.73563157,30.43357055,33.85338941,36.19835357,39.65865274,36.51862161,30.69903633,30.28241955,18.06907268,28.54788544,22.08972312
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,6.622539049,6.001428456,3.945298214,23.8493583,36.03861539,30.91503925,34.74559633,28.72278187,34.01312753,32.81285618,40.86848779,43.10270562,44.84830347,49.96624773,55.03253818,54.61224311,56.80005546,59.29401771,65.73625031,69.35907656,73.60505242,76.8951181,77.92245047,68.30046008,77.53067523,80.69195048
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,WBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62310803,15.49951813,16.6691427,15.83909674,17.68121089,16.39721831,15.9859274,16.08276989,15.59612441,14.02809827,14.61091135,14.04949456,,,,,,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,World,WLD,12.06454574,11.63709837,11.46004439,11.55536628,11.72798074,12.38301859,12.61488928,12.36619513,13.15224589,13.57502139,13.71652101,13.83011841,13.91811092,15.27887259,17.41334621,16.51327323,17.07290429,17.13277891,16.88033003,17.86060619,19.12975125,19.50313588,18.86476479,18.59427638,19.43393799,19.16202631,17.6934028,17.99951206,18.49445574,19.02102539,19.21217516,19.14004276,19.66295108,19.4948561,20.16748888,21.322163,21.62055157,22.52859791,22.61336306,22.70965498,24.7026495,24.07448325,24.01712311,24.23270142,25.73646347,26.77074524,28.16317837,28.71317809,29.57097801,25.36962385,27.96803888,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20598967,11.02355052,10.43756838,12.57685044,12.50794915,22.37463628,38.50609505,36.28420072,26.54353241,34.83935368,41.40890494,35.89692564,37.00117334,36.43900687,36.38249525,40.89681954,41.25867307,35.90351132,37.83936268,28.22075164,30.48151146,
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,55.17932278,52.35945835,52.55564716,54.66110117,60.44928523,49.24802111,51.49152542,49.62406015,48.43874953,62.69622326,53.64326659,42.39139754,43.82055731,49.14048333,50.39239848,36.59623218,43.28808541,39.34253081,33.55844658,45.41798128,41.38921357,28.63372874,27.67780173,32.91878031,35.07199617,36.43999318,42.1539452,39.47504995,33.30694625,26.80550577,35.87978243,34.61257791,36.39133632,33.56954345,36.00494037,36.01679306,31.32581343,30.12139855,26.90323264,27.21960001,27.10514746,28.05960178,27.71938645,28.70646512,38.21779549,34.57965561,38.49470325,41.60336463,35.97228746,35.60929925,44.10457942,37.1299523
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,,,,,,,,,,,,,,,,22.76497816,21.96024874,21.3950276,22.02169423,21.8000032,23.36739228,19.42522637,16.92558019,16.44292438,20.56113846,22.20577512,24.04941042,24.01571078,23.74034607,23.34228259,22.86684608,23.88346905,27.22726263,30.71961641,34.59997609,38.23634375,36.13007319,37.59527231,43.39308597,37.40858025,38.15975451,34.95891252,31.8347991,32.39706,34.46979954,33.54864822,35.95616921,37.78537401,41.46684882,30.80645942,48.26295156,49.46535265
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Albania,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000,58000000,53000000,70000000,90100000,47500000,45010000,41200000,143000000,207300000,135000000,178036400.7,327681210.2,258417488.7,314638316.8,647365283.8,874269998.9,925406042,1109371030,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Algeria,DZA,,,,,,,,,,,,,,,,,,172906145.6,134900022.7,10121282.38,315052964.9,-1390237.828,-64892761.82,-14199799.54,-13846038.08,-1988941.485,10633056.76,-11340810.25,8115282.091,3942928.303,-4353889.335,-38651265.71,,,,,,,,,,,,,,1101000000,1762000000,1367000000,2276000000,2546000000,2044000000,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Andorra,ADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Angola,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,278000000,234000000,119000000,131000000,200000000,-335700000,664500000,287956000,302100000,170300000,472427000,180559000,411660000,1113970000,2471460000,878620000,2145470000,1643393000,3481071780,1413991820,-1523198987,-228299945.9,-1805123607,-890672963.9,2198545055,-4567640566,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,2200000,-6900000,8500000,19600000,22400000,23000000,5000000,4400000,15600000,22600000,38596296.3,32951851.85,43107407.41,60607407.41,54792592.59,19648148.15,15240740.74,24788888.89,31485185.19,19351851.85,22944444.44,22774074.07,51792533.33,43115925.93,98452222.22,65865064.81,166321143.7,80366585.19,220963374.1,358820163.7,338204733.3,174188641.1,80646652.59,96679207.78,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Arab World,ARB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512184653,,,8525707502,,,,3897997534,11358025689,3680579856,25085126086,42895054211,45880510958,56029155214,53039775034,33020173247,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Argentina,ARG,,,,,,,,,,,,,,,,,,145000000,273000000,265000000,788000000,944000000,257000000,183000000,268000000,919000000,574000000,-19000000,1147000000,1028000000,1836000000,2439000000,3265063223,2088015410,2622087878,4112274404,5347787687,5507454052,4965180132,22257413390,9517286140,2005260142,2776050000,878230000,3448720000,3954190000,3098630000,4968920000,8334630000,3305610000,6090308487,5755148181
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,8000000,25320000,17570000,51940000,220830000,122040000,104190000,69868500,110738700,120512200,245605451.6,232661771,450092747.2,700960000,925224598.8,724779397.4,561810000,584632482.6
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130502793.3,184748603.4,-36983240.22,-17932960.89,-73184357.54,-5530726.257,84134078.21,197597765.4,82178770.95,467262569.8,-127653631.3,-262793296.1,267430167.6,157765363.1,144189944.1,109720670.4,577653631.3,-155921787.7,197541899.4,71955307.26,156815642.5,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,371840059.5,309120049.5,312480050,421120067.4,479360076.8,571200091.5,454720072.8,460320073.7,599200095.9,520800083.4,786240125.9,1044616992,924758952.9,-111512564.3,1087609067,295286871.6,776957208,872774191.5,1441673073,1145436941,1409018136,1613773623,1666243177,2463792437,-1031924189,183313539,2009334048,148245854.5,1554268079,4366773805,7098072621,3101819006,554043732.3,2375964166,2183957724,8759597125,-870520980.2,1263475954,2611061408,3733168103,10342799895,-3705726627,9198634909,-9192479318,25771316273,-1660553561,2481744581,21110170652,9170272431,11524773706,6049837309,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Austria,AUT,,,,,,,,28692307.66,32923076.89,53846153.79,103999999.9,106608308.4,107036238.5,121997157,157319095.4,53280915.64,35025384.99,10712775.45,52577205.28,102567362.1,138587361.7,116575785.2,68621559.74,27495122.36,44922189.07,99677761.66,-130043209.1,96061094.88,125719180.5,-280016317.3,-1047493118,-933336841.4,-250193083,-60048858.53,860302385.3,765469111,2494120933,639045337.5,1860599967,-299652112.9,2927152401,2773841389,-5425807639,-45181887.79,-4532534301,-193822310.2,-4542481583,-7610185344,-22934098025,-385247229.6,-4364003226,-18072253875
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330050000,627277000,1114834000,1022947000,510317000,129177000,226513000,1066821000,2351747000,2351283000,459151000,-1289475000,-5034521000,-540824000,147181000,331155000,932582000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Bahamas, The",BHS,,,,,,,,,,,,,,,,,14600000.01,31400000.03,-1100000.001,9600000.01,4100000.004,34400000.03,2800000.003,-6000000.006,-4900000.007,-30200000,-13200000,10800000,36700000,25000000,-17200000,0,0,27000000,23500000,106700000,88100000,209600000,145900000,149100000,250250000,102370000,152790000,190200000,273600000,563414700,706380000,713350000,860156197,663960000,871970000,594982000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bahrain,BHR,,,,,,,,,,,,,,,,,,,22970508.34,145171539.9,-418036875,,28457446.88,64095744.85,140691489.5,101329787.2,-31914893.62,-35904255.32,222074468.1,180851063.8,-207712766,569414893.6,815691489.4,-313829796.3,9574468.976,446662590.6,1743329780,281638617.2,-1369868.848,290386397.1,354009613.6,-135596788.5,26956705.94,-224654326.6,-170330179.2,-86771034.28,1934606677,87163578.61,173519631.1,2048638923,-178271544,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,,,,403978.5575,-553269.3983,,2436499.344,3205086.762,1838242.499,247908.2739,3238781.189,1390444.322,3721853.382,14049886.52,11147788.33,1896372.127,13529831.54,136310534.1,187057212.5,179603006.3,280384629.7,78527040.08,49662443.99,265507414.1,444836578,811382056.1,697206284.1,652818718.9,1009623164,713383102.5,916648540.9,792930716.7
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Barbados,BRB,,,,,,,,,,,8449999.996,14785737.31,17332188.79,4797826.391,2240371.492,22141136.05,5950000,4500000,9050000,5100000,2200000,7200000,4150000,2250000,-1450000,2600000,5000000,4650000,10600000,5400000,9800000,6100000,13600000,6800000,11850000,8450000,9750000,13600000,14800000,16050000,18350000,17450000,16931000,57750000,-15985411.5,229131784.5,297796463.5,369465815.3,468273111.7,352359730.9,329023165.8,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17600000,10500000,14700000,104500000,349500000,200900000,443200000,118600000,95500000,453300000,170300000,162500000,302500000,351000000,1790100000,2150000000,1782200000,1352400000,3928400000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belgium,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9178389075,-4499239641,9733217984,1139201857,8688143202,13095644187,-28771398068,54532505590,27702972540,21575525582
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,-3700000,3700000,4600000,6850000,14000000,18650000,17200000,13600000,15600000,9200000,15369500,21050000,10915000,8055000,13150000,53579000,23340762.43,61162972.87,25386719.66,-11282788.19,111431922.4,125927475.8,108256902.2,139387819.3,166910700.1,108378836,95328799.77,90434900.45
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Benin,BEN,,,,,,,,,,,,,,,-2343120.329,1889760.249,2452390.826,3126021.572,753359.5619,3370602.002,4316555.846,2060858.229,-541681.7195,-532716.0671,-462288.4048,,,,-1.86265E-09,62096190.07,62376777.14,120780806.6,77571726.6,1403787.184,13648839.9,13329502.12,13595869.34,13876006.49,32748439.5,37820420.38,56153556.57,41553069.46,12158024.99,44416700.03,65154248.98,53428819.13,54929323.53,261336701.3,173827794.6,103099138.9,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bolivia,BOL,,,,,,,,,,,,,,,,,-8100000,-1200000,11500000,67000000,90500000,148800000,61100000,12900000,13000000,19000000,20000000,66100000,-12000000,-25400000,26100000,50000000,91100000,121800000,128000000,390700000,472000000,728200000,946500000,1007700000,733550000,703176000,673943000,194620000,62630000,-241620000,277763457,363294241.5,509335605.2,420040000,650803350.5,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66736468.36,176780594.8,146075610.9,118495219.8,267769569,381784637.4,708312302.7,607373915.4,764131962.5,2042320287,965405030.8,234644381,187875298.3,412507741.3
