Indicator Name,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GDP per capita (current US$),Cyprus,CYP,,,,,,,,,,,,,,,,976.3297581,1157.411576,1476.247865,1929.400058,2559.227526,4232.023038,4033.240377,4122.784411,4091.048525,4258.743547,4488.286942,5642.631462,6690.577923,7645.629703,8038.914153,9641.575281,9696.099541,11310.07195,10526.14185,11617.69274,14212.05401,14133.3252,13276.73238,14069.11641,14236.94153,13421.65542,13797.14597,14862.45444,18428.92826,21380.90308,22430.60642,23863.55546,27860.27611,31928.3968,29427.90879,28779.18555,30670.3136
GDP per capita (current US$),Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748.449021,2754.733697,3207.662914,3762.405319,4415.833024,5595.615781,6291.138505,5770.887652,6203.713058,6044.981144,5724.824861,6288.80425,7685.088816,9335.666821,11156.66547,12705.60825,14445.72527,17467.432,21627.16158,18706.82412,18789.00148,20407.29288
GDP per capita (current US$),Denmark,DNK,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3366.068429,3730.62181,4525.817461,5966.277248,6609.436163,7824.975551,8610.205888,9601.170315,11617.03581,13516.41503,13607.06535,11788.17338,11516.09008,11576.33422,11290.86449,11968.61622,16866.49631,20941.26019,22074.35958,21443.03865,26422.82938,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.23358,57021.17318,62596.48854,56329.557,56278.44032,59683.76053
GDP per capita (current US$),Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,845.6641433,,804.3303411,790.2046699,765.0947409,804.4391773,795.0299525,804.2203355,772.1992257,801.8167082,794.4047679,766.5713899,755.0458677,746.4625213,753.3733982,753.1196451,763.6264492,772.4228025,797.8614046,839.1586415,876.8834415,933.4593739,1010.085054,1148.308886,1202.919901,,
GDP per capita (current US$),Dominica,DMA,,,,,,,,,,,,,,,,,,495.4281279,608.4370901,591.232155,784.7354865,878.5326153,958.5697068,1069.286052,1210.695663,1338.799563,1534.798719,1745.98419,2003.995793,2152.920793,2345.010648,2547.034723,2702.280964,2815.618059,3019.751469,3139.356275,3321.595306,3469.235767,3670.042606,3824.703741,4718.33577,4847.271033,4802.087219,5007.894217,5396.257458,5341.151767,5739.687212,6197.735239,6780.546142,7085.413448,6963.872335,7126.370788
GDP per capita (current US$),Dominican Republic,DOM,203.2069306,191.1799344,233.0287083,257.4846884,271.830638,228.0990414,245.043048,250.0728614,253.2087021,280.5354381,329.2418735,359.3216962,417.1215168,479.3416956,582.9047289,699.3356372,749.1386415,849.0411449,863.124981,971.2059602,1144.44518,1225.788452,1313.16823,1390.04029,1628.899588,778.2261136,924.3607686,861.3845084,778.0754593,948.3882979,983.1831973,1324.878685,1506.581425,1700.468977,1866.400236,2066.429712,2251.065828,2392.181532,2543.189167,2566.637534,2792.917696,2852.873837,2998.659564,2364.321484,2413.944918,3670.450539,3825.468751,4334.333429,4739.329227,4775.845883,5195.381237,5530.056153
GDP per capita (current US$),East Asia & Pacific (all income levels),EAS,149.2422159,147.8107539,148.3474779,161.553344,180.9499254,197.3204069,214.9784688,227.4650931,244.7768012,274.6502064,313.3237494,338.7070528,410.2589056,529.0787487,596.8453607,641.1380137,693.4522959,813.6402044,1010.625468,1081.486102,1153.116205,1255.211167,1208.162861,1260.529063,1331.026975,1389.344665,1781.002901,2047.57351,2425.336619,2499.148031,2576.352573,2860.845985,3081.31587,3408.706248,3755.641015,4188.175632,3979.862048,3783.18132,3341.536641,3684.380684,3947.656439,3637.904873,3664.573724,3995.651285,4446.197538,4691.880923,4939.615185,5490.159731,6290.391344,6420.978069,7399.209122,8465.870307
GDP per capita (current US$),East Asia & Pacific (developing only),EAP,92.77489733,79.81781226,71.32276813,75.33016507,84.56750494,96.91531112,103.1796255,97.51651501,95.95488338,104.8790682,113.7628065,118.8437168,131.4416342,161.9743011,179.2754714,197.5936135,197.4407765,224.7907018,215.0046395,245.4844479,280.0526379,295.1605314,302.5327396,311.6149655,331.7757783,357.0478161,348.6727326,338.1589456,371.5354377,395.8017906,418.110307,448.8518342,495.0472356,526.9623046,627.1893745,765.4665018,868.6880176,889.758059,804.0444749,873.8857389,952.2434905,1004.35707,1100.575891,1232.919402,1418.032382,1623.554843,1937.710154,2430.067442,3050.659363,3268.267718,3893.958936,4702.244314
GDP per capita (current US$),Ecuador,ECU,227.5913937,214.239833,203.6725254,214.1778412,231.4654802,240.482411,251.5175722,267.1888633,276.9350982,299.883265,280.4207499,263.3487495,305.0546667,397.9028031,585.2655018,673.3359318,799.9198962,946.7083946,1033.642849,1238.853709,1495.474671,1708.618139,1570.185789,1296.475158,1285.280251,1302.519765,1105.772693,952.017858,929.1002511,950.1809001,1009.295451,1081.473455,1118.548859,1375.236959,1663.011918,1774.840783,1836.849513,2008.436072,1945.397767,1373.208626,1291.341613,1692.952514,1936.011166,2187.363451,2471.492601,2751.473105,3057.617436,3285.521997,3856.407958,3647.696263,4008.237964,4568.561096
GDP per capita (current US$),"Egypt, Arab Rep.",EGY,148.5227586,151.2821129,136.127175,137.8439817,154.397332,160.8883722,163.8545187,166.9613613,178.3545225,195.547579,213.858295,224.9181541,233.2251949,250.3749942,229.6384731,285.0072652,325.599989,348.7946797,345.9778831,413.2746674,509.7047159,508.5333907,542.9754885,582.837223,619.6356182,684.7575461,691.3381599,761.9072198,643.803754,712.2416819,758.7602079,637.9470747,709.3624097,776.046367,850.3394095,969.3127845,1071.43828,1221.761357,1298.879882,1364.950544,1475.84441,1417.256455,1251.886587,1159.797175,1082.369248,1208.650122,1422.340016,1695.803891,2078.796297,2370.71111,2698.365074,2780.949246
GDP per capita (current US$),El Salvador,SLV,225.5963103,222.5158448,239.2366708,244.8257798,261.4176949,270.5026488,278.0532402,283.7209198,285.3728211,288.5518056,303.2188736,309.1362645,320.923825,357.1924695,402.7626678,445.2755035,538.5319931,666.7003811,695.4831839,756.4312865,767.5597115,726.7626942,708.3240742,720.6387384,742.6004572,760.6993164,745.3427625,772.4161654,807.3663207,831.4324037,900.2531661,981.1070969,1082.965056,1242.465994,1427.57967,1657.042902,1781.182014,1906.922425,2042.909154,2108.688359,2211.022459,2315.233249,2389.135493,2504.22608,2620.475213,2825.181931,3053.871051,3295.416324,3496.297002,3353.828138,3460.023288,3701.988489
GDP per capita (current US$),Equatorial Guinea,GNQ,,,35.36759057,41.53436436,48.01779556,240.3168676,250.8784922,256.0399047,233.8537726,230.2132229,228.0159246,227.9536376,238.0169675,309.4906448,377.2898986,437.7755347,453.5563633,471.7099728,,,,,,,,254.5830977,301.2595768,351.2513832,361.6840951,309.1332348,353.4129705,337.8609322,385.6117148,367.7044687,293.793688,370.5537896,566.5037106,1053.453398,933.9419655,1730.186234,2410.206075,3231.810819,3872.020268,5161.479241,8885.886023,13521.09771,15346.01834,19528.23819,27816.46303,17959.69742,20703.10031,27477.70646
GDP per capita (current US$),Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8425894,147.1058835,166.8794094,179.9268748,212.544454,205.8357301,217.4646263,194.6168663,172.7571562,180.3541143,169.9760056,209.9222115,256.8225939,244.8407165,260.7037207,274.6622873,278.9604332,364.2048206,402.9574968,481.7323291
GDP per capita (current US$),Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.019511,3339.859371,3609.826134,4035.564361,4150.033724,4143.930269,4572.91227,5386.3902,7270.283436,8912.793921,10330.28166,12503.09468,16392.72413,17814.03166,14344.71727,14045.11527,16555.76304
GDP per capita (current US$),Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,200.3481059,204.9611516,220.8457641,202.0402881,229.048781,230.4158302,238.5067869,239.2978826,243.6332143,249.9847245,267.2351079,272.5291667,163.7980362,124.3675662,133.3341722,144.3296137,147.0001829,129.7876092,122.549154,124.730041,121.3690579,112.8255093,120.8773539,138.6245475,165.7145926,199.5500317,251.5840752,335.3513204,393.6974192,357.8563044,374.2151909
GDP per capita (current US$),Euro area,EMU,940.8351985,1026.384811,1128.626206,1254.415546,1382.594303,1495.276693,1617.125433,1744.259493,1857.579996,2038.455761,2210.771254,2492.140402,2992.449455,3864.076473,4348.923367,5023.927864,5220.846446,5916.731993,7208.656106,8690.484764,9692.15213,8388.516625,8097.719348,7885.080674,7551.063624,7743.356894,10842.41169,13372.46438,14659.24323,14907.29058,18649.72014,19284.28814,21189.09737,19322.95313,20375.42779,23467.15243,23663.92218,21546.66319,22063.43287,21886.75276,19850.50829,20049.9523,21697.67403,26622.89536,30307.74248,31270.51083,32985.47273,37710.21894,41083.03658,37444.43646,36324.13802,39267.80938
GDP per capita (current US$),Europe & Central Asia (all income levels),ECS,661.4648045,696.0123166,752.0284208,819.6084969,897.3248216,965.8337596,1039.421912,1108.256218,1145.976381,1247.858659,1349.598035,1509.540871,1794.667342,2262.273811,2535.912205,2950.661887,3047.743615,3431.702275,4153.956034,5040.558939,5665.735086,5006.833246,4797.676268,4624.724326,4417.797033,4543.197198,6127.017376,7474.407068,8256.158012,8395.513348,10155.52464,10409.86117,11118.56176,10186.52696,10643.88741,12160.99711,12380.38505,11712.67723,11991.42698,11852.12472,11121.07725,11220.94391,12266.76624,14914.24608,17334.97454,18381.26259,19839.58804,23109.79271,25269.51855,22101.28981,22434.93199,24694.62868
GDP per capita (current US$),Europe & Central Asia (developing only),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301.947437,2429.446369,2324.135226,2142.809973,2095.454438,1819.601814,1936.321182,1948.538416,2031.879073,1896.308314,1603.007881,1781.412264,1776.585016,2031.625365,2562.860291,3378.589845,4263.567591,5223.903306,6739.146306,8295.746456,6464.665938,7551.200152,8872.090561
GDP per capita (current US$),European Union,EUU,901.7300687,973.4202839,1054.049811,1150.892874,1264.351947,1365.513229,1468.887054,1566.858383,1617.557025,1765.342702,1924.235038,2164.050407,2576.494809,3253.9225,3635.817031,4230.736212,4364.345273,4922.410514,5997.040676,7282.429787,8271.805266,7286.706689,6997.466024,6762.725536,6477.496622,6675.93564,9072.94149,11113.77005,12335.21346,12560.07274,15419.18366,15935.4307,17319.88592,15748.08307,16713.60517,19173.49311,19535.3119,18376.7185,18996.47631,18964.59133,17545.01836,17721.60247,19282.7601,23398.31393,26887.60168,27944.64894,29683.1033,34161.24856,36567.70473,32554.17515,32150.67505,34847.94334
GDP per capita (current US$),Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24926.48165,24976.35833,23224.09863,24912.63198,27020.40558,31320.81814,35145.52708,35867.50995,40642.29394,46904.18102,49650.38362,45205.93054,,
GDP per capita (current US$),Fiji,FJI,285.5721348,287.3577637,291.5648224,296.7947692,310.891524,317.0715803,316.1729491,333.30304,334.6400746,357.4440192,422.3924123,466.017459,583.3155425,768.6829565,987.9097723,1186.659675,1182.08611,1202.633387,1360.776469,1640.570108,1892.921507,1898.446153,1786.755449,1638.469936,1681.810725,1603.492081,1795.637814,1632.272447,1535.762464,1632.633968,1835.589152,1882.10986,2057.779811,2166.181831,2383.734576,2540.250346,2713.433737,2640.049167,2069.209214,2406.873235,2074.747318,2037.485389,2257.27088,2833.506969,3329.874928,3655.35718,3747.49705,4046.447152,4255.141586,3377.269039,3686.989833,4390.514593
GDP per capita (current US$),Finland,FIN,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2436.341684,2683.909177,3139.88051,4123.5765,5234.647834,6181.200084,6659.59229,6985.092202,7538.150382,9221.335185,11090.54555,10789.89906,10809.58258,10355.68751,10675.99906,11215.32922,14704.69661,18257.04457,21668.46656,23526.65971,27852.29213,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.05406,46538.17128,51186.48516,44889.75153,44090.89689,49391.28148
GDP per capita (current US$),France,FRA,1343.364127,1446.337057,1592.584194,1760.494676,1927.364553,2050.291947,2197.131014,2352.620455,2537.213214,2729.282371,2818.546951,3125.744937,3806.440612,4914.039852,5264.659974,6592.987079,6773.141087,7442.372025,9143.039184,11016.66425,12513.57463,10916.61035,10309.02433,9818.658774,9254.237066,9586.077795,13302.87305,16006.31345,17360.46462,17368.04738,21349.65978,21269.80186,23343.88756,21958.70388,23065.13422,26396.61121,26301.22018,23674.87051,24359.76051,24075.08601,21774.99299,21812.24902,23494.47836,28794.16731,32784.96831,33819.13577,35457.27358,40342.24327,43992.09864,40477.06443,39170.2647,42377.41813
GDP per capita (current US$),French Polynesia,PYF,,,,,,1901.103712,2242.318382,2216.315332,2510.858002,2267.768549,2291.254773,2588.453691,2754.311004,3533.682148,4412.276824,5318.211096,5470.333122,5746.652375,7067.069325,8285.192568,9015.02021,8224.091099,8027.797909,8101.588827,8135.642498,8661.051228,12897.25255,13913.38134,14368.13172,13786.35681,16281.89917,16380.73843,17486.7192,17805.818,16647.23688,18454.17866,17961.85198,15877.10929,16473.11744,16259.08256,14507.54146,,,,,,,,,,,
GDP per capita (current US$),Gabon,GAB,291.2491493,343.2433256,372.0027655,312.2939832,432.9513884,447.9759346,483.7819773,530.6288633,573.473312,610.7957304,608.6173446,702.6583722,779.6094279,1279.346035,2664.243202,3623.546965,4922.41595,4474.759486,3703.960608,4567.883512,6268.630001,5494.612885,4995.76281,4543.316472,4627.419993,4207.476329,4156.612543,3884.773462,4399.023798,4652.936586,6406.920439,5630.223694,5641.551304,4277.979935,3969.713937,4560.569186,5092.103979,4638.398789,3806.110692,3863.726938,4102.603134,3730.977094,3821.295297,4595.795047,5340.195357,6321.99287,6832.264152,8127.672731,10018.46899,7408.651978,8767.825851,11113.88847
GDP per capita (current US$),"Gambia, The",GMB,,,,,,,105.9352783,109.6114101,94.48031511,101.163015,114.0185357,117.9612216,121.2828791,149.1030912,183.8039276,214.0449685,202.1784093,241.4675625,291.4548942,340.2652881,382.8016725,335.1133639,318.8067171,302.8095041,241.2617722,293.7385917,230.0426002,260.8972882,300.5623971,306.1432077,328.0393498,684.0037584,691.5751843,708.1570655,682.1887414,697.7875091,732.9241573,674.6678836,685.922521,646.4611994,606.4875245,515.4639282,424.4553977,360.9064208,396.305297,423.039697,431.1765111,523.4557834,633.7912205,584.7753686,607.5922719,624.5733473
GDP per capita (current US$),Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.986535,1470.040763,1761.119081,2318.127261,2918.777397,2441.016658,2613.695828,3202.533796
GDP per capita (current US$),Germany,DEU,,,,,,,,,,,2672.018304,3089.070658,3686.970317,4883.812831,5457.011296,6035.008415,6420.640306,7434.897758,9175.900461,10916.79808,11746.4041,9879.457435,9593.657326,9545.859342,9012.479369,9125.12102,13027.19502,16139.05162,17352.34321,17190.82613,21583.84352,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.60326,40402.99008,44132.04182,40275.25076,39851.67172,43689.34679
GDP per capita (current US$),Ghana,GHA,180.530018,187.0715862,192.4614375,208.1537547,227.3979782,262.9302974,266.1590802,212.7836788,200.489319,231.1019887,255.0308823,272.5850714,231.8054271,261.309796,298.6394501,283.200819,273.2808222,309.9438515,350.0968921,376.9785143,406.9712411,375.461433,347.1905094,336.9924097,354.0508032,349.9343024,431.8830776,372.090237,370.7844189,364.6967148,397.879979,433.7224411,409.5993724,370.414053,328.6359192,379.9187691,397.3519494,385.5462453,408.8382832,411.9440602,259.7110113,270.4302486,306.2273448,369.9094186,420.0714688,495.3993577,919.6123467,1084.538717,1226.216755,1090.417181,1319.072249,1570.133179
GDP per capita (current US$),Greece,GRC,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1424.994497,1575.599134,1811.461991,2386.593704,2697.392675,3006.811652,3233.102088,3705.906585,4476.633663,5440.98786,5619.983709,5130.429582,5320.157409,4786.775555,4627.231996,4590.18168,5393.839882,6260.037538,7245.206036,7482.30983,9190.34371,9775.540848,10687.47313,9914.110548,10536.04777,12273.60892,12888.81943,12495.06451,12485.06168,12238.59337,11396.23262,11857.73582,13292.349,17494.44136,20607.17607,21620.71749,23505.71996,27240.76615,30362.62926,28520.96379,26432.96568,26427.24604
GDP per capita (current US$),Greenland,GRL,,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,25129.07655,28903.93583,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,,
GDP per capita (current US$),Grenada,GRD,,,,,,,,,,,,,,,,,,591.5883161,758.8741499,884.8331612,940.1683608,971.1050046,1023.809364,1055.348793,1119.368883,1284.371523,1439.218829,1684.152702,1883.415972,2201.443022,2298.028696,2506.748777,2583.740759,2548.153413,2635.88627,2758.466614,2925.832828,3018.049933,3367.103101,3745.57884,5119.60954,5105.168013,5297.816358,5763.765285,5795.843146,6788.482906,6803.692476,7390.247755,8024.74688,7449.866277,7499.517636,7780.09431
GDP per capita (current US$),Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP per capita (current US$),Guatemala,GTM,250.9283426,251.9430183,260.4236051,279.8676369,280.2190294,279.532277,284.2332859,289.2145427,311.9879645,323.5014223,349.5061298,354.5715397,365.2918924,434.7057552,520.9042007,585.3835752,683.5303416,837.43075,905.5252,1005.123791,1119.692737,1193.50725,1179.067391,1194.148066,1219.372301,1222.129595,888.0804606,850.1493342,919.8133836,964.3745777,857.3364637,1030.117929,1117.24955,1191.892749,1326.405642,1463.397914,1540.202928,1697.145612,1808.579103,1669.087423,1716.685342,1624.546728,1760.679912,1811.58362,1931.941657,2139.726418,2319.244587,2553.597571,2858.573276,2688.813223,2873.077445,3178.084704
GDP per capita (current US$),Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0313804,394.8724705,448.582149,441.6703255,463.004517,495.5608414,507.9499411,477.1958652,466.6793372,488.2536205,495.6653372,474.0309542,442.3185993,420.7663657,372.9843358,341.3862543,354.8375471,394.1485773,412.4432932,324.8453606,306.6033345,449.0614604,395.2440989,426.6601454,474.4617421,501.9876726
GDP per capita (current US$),Guinea-Bissau,GNB,,,,,,,,,,,130.5879074,127.9471921,139.4565936,137.986369,147.5015585,157.0144231,155.8284007,153.1612821,157.1198831,146.4838712,132.5813232,180.7313963,189.3278266,183.7635812,152.9173508,156.0450905,138.630023,181.5168072,168.3633164,213.8879363,239.9555648,247.8722327,213.7374751,219.1785023,213.6175118,225.6640168,235.5755975,229.4091606,172.9726953,184.4407649,173.6626946,157.3572866,157.8980976,361.4418632,389.8035614,418.844506,414.561653,484.9921506,582.5282213,562.4150147,551.3316137,629.2107787
GDP per capita (current US$),Guyana,GUY,303.8577304,322.7322,329.5548843,289.3500766,312.2917817,332.9475946,347.6380765,370.234139,331.544891,351.981431,371.5635918,386.4778431,387.8391272,414.9460559,583.3388903,660.771519,601.7685821,590.0212763,658.9134025,684.6613185,776.4630768,735.3857903,624.7399617,639.2887347,576.9705712,603.3350611,677.3704028,480.0935789,564.6787652,521.5696523,547.0620844,465.4217167,508.9465855,610.1089154,744.4407588,853.9075801,967.6484345,1026.577856,982.3024685,949.7727725,972.1278856,946.9004522,978.9297336,1001.355526,1056.707451,1105.389791,1948.96182,2320.23639,2558.081538,2689.947039,2994.445312,
GDP per capita (current US$),Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9448605,284.4455981,238.5114783,275.0833388,342.1740553,369.8831028,396.0652906,450.4190163,481.2867356,423.8688942,399.0001679,359.7696493,311.4442761,397.3541239,444.4342611,514.7874835,621.4615753,658.1233348,655.9302677,663.9062502,725.6332737
GDP per capita (current US$),Heavily indebted poor countries (HIPC),HPC,108.7084668,108.7667481,114.954291,135.885406,118.4518096,134.9569152,143.6417032,136.9926498,139.9190342,152.008317,154.9167815,162.5755694,171.852953,202.8165277,240.0848972,265.4289283,274.9561477,314.6538041,356.0080028,383.0527464,394.4367677,381.712493,372.1143434,342.8948569,333.2634549,338.4795904,377.4140154,405.0837377,391.3872527,366.5399154,362.1331522,360.2596159,330.9085517,316.8971128,270.9367503,301.6715096,308.2581404,315.084696,316.3335478,306.0562671,291.5409695,286.334341,302.2582345,336.2566394,378.531276,419.1046514,487.324151,565.2250422,668.6603832,646.4312243,694.5133106,735.4905294
GDP per capita (current US$),High income,HIC,1392.194199,1451.206677,1547.355807,1646.015922,1776.284924,1906.759225,2069.318523,2198.127373,2358.987963,2558.360828,2753.892738,3025.773695,3483.514069,4181.929469,4677.215389,5190.782244,5615.388036,6309.415684,7493.866947,8582.96732,9502.995541,9563.965761,9403.370482,9640.167159,9992.215001,10422.70865,12568.43402,14432.19678,16132.88725,16766.88725,18663.88981,19559.09042,20886.67649,20914.85703,22263.41012,24387.11523,24392.08897,23852.31409,23777.5847,24852.28833,25189.43297,24790.47828,25692.20114,28607.25645,31563.24043,33048.79638,34605.95375,37556.30766,39574.59652,36760.89189,38229.37535,41095.47205
GDP per capita (current US$),High income: nonOECD,NOC,,,,,,,,,736.8843123,803.3486093,883.1183192,1038.813713,1237.379695,1621.37172,2988.36153,3049.459953,3729.907596,4237.114724,4535.767406,5884.655042,7777.359721,8285.980039,7411.322316,6729.06348,6672.563661,6309.221845,5985.122521,6721.965207,7235.722555,8166.147213,9037.135423,9584.595451,10847.58486,11266.46084,12021.08774,12676.10171,13602.92994,14193.18166,13117.48535,13586.17201,14916.35067,14167.05542,14357.62474,15241.28285,16963.6865,19164.38811,20966.6595,22737.13179,25422.22214,21875.57934,24511.56713,28755.00898
GDP per capita (current US$),High income: OECD,OEC,1429.012879,1489.853339,1589.533505,1691.663513,1826.458543,1961.931389,2130.54691,2264.112625,2430.91579,2637.35281,2839.612596,3118.672379,3590.506118,4306.951429,4767.32843,5305.037598,5718.904719,6425.617588,7661.810412,8741.872393,9611.354042,9649.432276,9533.439065,9829.581958,10211.78659,10697.58352,13009.62083,14957.4924,16748.09191,17372.56328,19350.4518,20274.67181,21592.77698,21603.29739,23002.09627,25260.82818,25204.79741,24587.05347,24594.85118,25722.88863,25989.69748,25626.82724,26593.586,29680.0527,32751.85627,34199.58997,35759.38557,38836.1709,40826.64226,38097.96367,39486.68108,42262.13571
GDP per capita (current US$),Honduras,HND,167.8644401,172.4022771,181.5224081,185.7815939,200.4765815,216.4970174,227.5246322,240.8555563,253.7260684,255.2524619,268.9524025,264.5558177,282.5863685,312.0598991,343.5682007,362.2710787,421.351236,505.7964266,566.4106496,640.4064378,707.3469341,753.4877705,752.4572535,773.4887101,809.4288832,861.2427585,874.6636976,925.8328132,859.7175759,749.7089421,623.5840144,610.4153363,661.9987259,656.5089322,630.8677664,701.5217452,706.9066743,799.0932077,872.4146701,882.1673035,1142.709658,1192.087164,1200.526133,1245.805541,1315.578089,1412.138442,1549.965852,1720.353176,1894.629517,1895.785045,2018.750027,2225.674353
GDP per capita (current US$),"Hong Kong SAR, China",HKG,429.4438809,483.1775611,521.8597598,577.3467078,649.0642575,678.4218103,688.2541354,723.5519365,717.197732,829.4206135,962.7441108,1102.003816,1382.79915,1891.21138,2162.750949,2251.126344,2849.366833,3426.518774,3920.126374,4563.074576,5691.822585,5970.129339,6115.081337,5572.133542,6179.056084,6512.064378,7405.322434,9027.263142,10590.82877,12091.08151,13478.31268,15443.9073,17929.88971,20328.43889,22457.86265,23428.78913,24701.38593,27169.68439,25506.78703,24715.50994,25374.49559,24811.68668,24285.07176,23559.17001,24454.39134,26092.25178,27698.5312,29900.41147,30864.88035,29881.81436,31757.81138,34456.96208
GDP per capita (current US$),Hungary,HUN,,,,,,,,,456.7815179,505.4834072,536.1302881,581.8204696,680.3794827,839.8473343,916.4445443,1038.780803,1197.285776,1331.125139,1551.142774,1787.754588,2069.195536,2121.764593,2162.04499,1965.164213,1909.100659,1936.696041,2234.695007,2460.129576,2696.235085,2782.711651,3186.444287,3287.888748,3665.570243,3801.869597,4095.681357,4411.033751,4454.430379,4521.963999,4670.654839,4713.540459,4542.72072,5175.025628,6535.293936,8246.995826,10084.52184,10936.94861,11173.56951,13534.7055,15364.67955,12634.55114,12863.13383,14043.66106
GDP per capita (current US$),Iceland,ISL,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2538.187621,3203.921361,3955.365574,5356.790577,6936.249815,6358.561761,7470.932702,9809.743472,11070.26853,12453.37598,14602.23656,14913.00244,13508.60328,11498.89682,11782.36506,12178.06192,16163.0001,22120.55479,24089.7289,22101.9925,25008.84946,26405.91588,26722.44119,23230.4718,23662.80668,26239.0273,27261.17166,27378.19298,30256.5829,31518.38229,30928.67564,27803.06225,30979.11448,37889.8212,45370.12645,54885.2613,54813.95469,65566.30917,53087.52597,37973.95219,39463.29089,44072.33107
GDP per capita (current US$),India,IND,,,,,,,,,,,114.6780578,120.9425438,125.4013159,146.6066396,166.6728028,161.0674309,164.0805873,189.516724,209.1705969,227.6415478,270.826077,274.7875968,278.5703794,296.1071363,281.4040702,301.5829992,315.8803995,346.3368608,360.2615116,352.0289103,373.7851376,308.1502536,322.243454,306.1686498,351.8848828,380.0984013,406.8857207,422.9243667,420.9653204,448.0969889,450.4151061,459.5766355,480.2069446,558.4416044,642.556503,731.7417369,820.2983339,1055.136489,1027.906574,1126.945129,1375.391157,1488.516972
GDP per capita (current US$),Indonesia,IDN,,,,,,,,54.5633625,66.39957746,76.26130157,81.58666824,81.12562798,93.207733,134.5047215,208.0620133,239.7205997,286.2722428,343.9961161,377.0005895,373.9568779,517.2601994,599.407692,600.380961,529.4355778,531.9293186,519.5056225,466.9012814,434.4610427,498.7878177,559.9138265,620.7161311,683.7384322,730.2214455,816.464647,900.2674297,1013.699545,1124.16197,1052.107705,459.2276532,664.7397402,773.3109699,742.1107816,893.3199025,1058.299984,1143.496951,1257.653396,1585.650791,1859.302639,2171.7048,2272.733849,2951.699149,3494.604575
GDP per capita (current US$),"Iran, Islamic Rep.",IRN,,,,,,245.5647528,260.4995663,280.7519856,310.8851899,339.7145025,369.4106598,448.7736323,541.3200537,831.7465001,1391.161047,1492.445346,1883.070269,2146.610827,2028.781901,2314.030993,2334.092852,2426.407242,2926.003981,3413.422497,3417.389883,3670.605407,4119.072721,2554.34817,2244.820629,2133.380285,2114.703787,,,1037.070228,1141.46831,1519.977942,1818.173014,1699.580022,1626.120038,1628.170452,1550.090608,1740.796285,1732.121661,1989.513801,2369.265585,2753.612704,3157.749312,4004.42275,4678.248802,4525.948608,,
